Speech Recognition Grammar Specification - XML,application/srgs+xml,.grxml,W3C Speech Grammar,application,.grxml
Speech Synthesis Markup Language,application/ssml+xml,.ssml,W3C Speech Synthesis,application,.ssml
SSEYO Koan Play File,application/vnd.koan,.skp,IANA: SSEYO Koan Play File,application,.skp
Standard Generalized Markup Language (SGML),text/sgml,.sgml,Wikipedia: SGML,text,.sgml
StarOffice - Calc,application/vnd.stardivision.calc,.sdc, ,application,.sdc
StarOffice - Draw,application/vnd.stardivision.draw,.sda, ,application,.sda
StarOffice - Impress,application/vnd.stardivision.impress,.sdd, ,application,.sdd
StarOffice - Math,application/vnd.stardivision.math,.smf, ,application,.smf
StarOffice - Writer,application/vnd.stardivision.writer,.sdw, ,application,.sdw
StarOffice - Writer (Global),application/vnd.stardivision.writer-global,.sgl, ,application,.sgl
StepMania,application/vnd.stepmania.stepchart,.sm,IANA: StepMania,application,.sm
Stuffit Archive,application/x-stuffit,.sit,Wikipedia: Stuffit,application,.sit
Stuffit Archive,application/x-stuffitx,.sitx,Wikipedia: Stuffit,application,.sitx
SudokuMagic,application/vnd.solent.sdkm+xml,.sdkm,IANA: SudokuMagic,application,.sdkm
Sugar Linux Application Bundle,application/vnd.olpc-sugar,.xo,IANA: Sugar Linux App Bundle,application,.xo
Sun Audio - Au file format,audio/basic,.au,Wikipedia: Sun audio,audio,.au
SundaHus WQ,application/vnd.wqd,.wqd,IANA: SundaHus WQ,application,.wqd
Symbian Install Package,application/vnd.symbian.install,.sis,IANA: Symbian Install,application,.sis
Synchronized Multimedia Integration Language,application/smil+xml,.smi,RFC 4536,application,.smi
SyncML,application/vnd.syncml+xml,.xsm,IANA: SyncML,application,.xsm
SyncML - Device Management,application/vnd.syncml.dm+wbxml,.bdm,IANA: SyncML,application,.bdm
SyncML - Device Management,application/vnd.syncml.dm+xml,.xdm,IANA: SyncML,application,.xdm
System V Release 4 CPIO Archive,application/x-sv4cpio,.sv4cpio,Wikipedia: pax,application,.sv4cpio
System V Release 4 CPIO Checksum Data,application/x-sv4crc,.sv4crc,Wikipedia: pax,application,.sv4crc
Systems Biology Markup Language,application/sbml+xml,.sbml,RFC 3823,application,.sbml
Tab Seperated Values,text/tab-separated-values,.tsv,Wikipedia: TSV,text,.tsv
Tagged Image File Format,image/tiff,.tiff,Wikipedia: TIFF,image,.tiff
Tao Intent,application/vnd.tao.intent-module-archive,.tao,IANA: Tao Intent,application,.tao
Tar File (Tape Archive),application/x-tar,.tar,Wikipedia: Tar,application,.tar
Tcl Script,application/x-tcl,.tcl,Wikipedia: Tcl,application,.tcl
TeX,application/x-tex,.tex,Wikipedia: TeX,application,.tex
TeX Font Metric,application/x-tex-tfm,.tfm,Wikipedia: TeX Font Metric,application,.tfm
Text Encoding and Interchange,application/tei+xml,.tei,RFC 6129,application,.tei
Text File,text/plain,.txt,Wikipedia: Text File,text,.txt
TIBCO Spotfire,application/vnd.spotfire.dxp,.dxp,IANA: TIBCO Spotfire,application,.dxp
TIBCO Spotfire,application/vnd.spotfire.sfs,.sfs,IANA: TIBCO Spotfire,application,.sfs
Time Stamped Data Envelope,application/timestamped-data,.tsd,RFC 5955,application,.tsd
TRI Systems Config,application/vnd.trid.tpt,.tpt,IANA: TRI Systems,application,.tpt
Triscape Map Explorer,application/vnd.triscape.mxs,.mxs,IANA: Triscape Map Explorer,application,.mxs
troff,text/troff,.t,Wikipedia: troff,text,.t
True BASIC,application/vnd.trueapp,.tra,IANA: True BASIC,application,.tra
TrueType Font,application/x-font-ttf,.ttf,Wikipedia: TrueType,application,.ttf
Turtle (Terse RDF Triple Language),text/turtle,.ttl,Wikipedia: Turtle,text,.ttl
UMAJIN,application/vnd.umajin,.umj,IANA: UMAJIN,application,.umj
Unique Object Markup Language,application/vnd.uoml+xml,.uoml,IANA: UOML,application,.uoml
Unity 3d,application/vnd.unity,.unityweb,IANA: Unity 3d,application,.unityweb
Universal Forms Description Language,application/vnd.ufdl,.ufd,IANA: Universal Forms Description Language,application,.ufd
URI Resolution Services,text/uri-list,.uri,RFC 2483,text,.uri
User Interface Quartz - Theme (Symbian),application/vnd.uiq.theme,.utz,IANA: User Interface Quartz,application,.utz
Ustar (Uniform Standard Tape Archive),application/x-ustar,.ustar,Wikipedia: Ustar,application,.ustar
UUEncode,text/x-uuencode,.uu,Wikipedia: UUEncode,text,.uu
vCalendar,text/x-vcalendar,.vcs,Wikipedia: vCalendar,text,.vcs
vCard,text/x-vcard,.vcf,Wikipedia: vCard,text,.vcf
Video CD,application/x-cdlink,.vcd,Wikipedia: Video CD,application,.vcd
Viewport+,application/vnd.vsf,.vsf,IANA: Viewport+,application,.vsf
Virtual Reality Modeling Language,model/vrml,.wrl,Wikipedia: VRML,model,.wrl
VirtualCatalog,application/vnd.vcx,.vcx,IANA: VirtualCatalog,application,.vcx
Virtue MTS,model/vnd.mts,.mts,IANA: MTS,model,.mts
Virtue VTU,model/vnd.vtu,.vtu,IANA: VTU,model,.vtu
Visionary,application/vnd.visionary,.vis,IANA: Visionary,application,.vis
Vivo,video/vnd.vivo,.viv,IANA: Vivo,video,.viv
Voice Browser Call Control,"application/ccxml+xml,",.ccxml,Voice Browser Call Control: CCXML Version 1.0,application,.ccxml
VoiceXML,application/voicexml+xml,.vxml,RFC 4267,application,.vxml
WAIS Source,application/x-wais-source,.src,YoLinux,application,.src
WAP Binary XML (WBXML),application/vnd.wap.wbxml,.wbxml,IANA: WBXML,application,.wbxml
WAP Bitamp (WBMP),image/vnd.wap.wbmp,.wbmp,IANA: WBMP,image,.wbmp
Waveform Audio File Format (WAV),audio/x-wav,.wav,Wikipedia: WAV,audio,.wav
Web Distributed Authoring and Versioning,application/davmount+xml,.davmount,RFC 4918,application,.davmount
Web Open Font Format,application/x-font-woff,.woff,Wikipedia: Web Open Font Format,application,.woff
Web Services Policy,application/wspolicy+xml,.wspolicy,W3C Web Services Policy,application,.wspolicy
WebP Image,image/webp,.webp,Wikipedia: WebP,image,.webp
WebTurbo,application/vnd.webturbo,.wtb,IANA: WebTurbo,application,.wtb
Widget Packaging and XML Configuration,application/widget,.wgt,W3C Widget Packaging and XML Configuration,application,.wgt
WinHelp,application/winhlp,.hlp,Wikipedia: WinHelp,application,.hlp
Wireless Markup Language (WML),text/vnd.wap.wml,.wml,Wikipedia: WML,text,.wml
Wireless Markup Language Script (WMLScript),text/vnd.wap.wmlscript,.wmls,Wikipedia: WMLScript,text,.wmls
WMLScript,application/vnd.wap.wmlscriptc,.wmlsc,IANA: WMLScript,application,.wmlsc
Wordperfect,application/vnd.wordperfect,.wpd,IANA: Wordperfect,application,.wpd
Worldtalk,application/vnd.wt.stf,.stf,IANA: Worldtalk,application,.stf
WSDL - Web Services Description Language,application/wsdl+xml,.wsdl,W3C Web Service Description Language,application,.wsdl
X BitMap,image/x-xbitmap,.xbm,Wikipedia: X BitMap,image,.xbm
X PixMap,image/x-xpixmap,.xpm,Wikipedia: X PixMap,image,.xpm
X Window Dump,image/x-xwindowdump,.xwd,Wikipedia: X Window Dump,image,.xwd
X.509 Certificate,application/x-x509-ca-cert,.der,Wikipedia: X.509,application,.der
Xfig,application/x-xfig,.fig,Wikipedia: Xfig,application,.fig
XHTML - The Extensible HyperText Markup Language,application/xhtml+xml,.xhtml,W3C XHTML,application,.xhtml
XML - Extensible Markup Language,application/xml,.xml,W3C XML,application,.xml
XML Configuration Access Protocol - XCAP Diff,application/xcap-diff+xml,.xdf,Wikipedia: XCAP,application,.xdf
XML Encryption Syntax and Processing,application/xenc+xml,.xenc,W3C XML Encryption Syntax and Processing,application,.xenc
XML Patch Framework,application/patch-ops-error+xml,.xer,RFC 5261,application,.xer
XML Resource Lists,application/resource-lists+xml,.rl,RFC 4826,application,.rl
XML Resource Lists,application/rls-services+xml,.rs,RFC 4826,application,.rs
XML Resource Lists Diff,application/resource-lists-diff+xml,.rld,RFC 4826,application,.rld
XML Transformations,application/xslt+xml,.xslt,W3C XSLT,application,.xslt
XML-Binary Optimized Packaging,application/xop+xml,.xop,W3C XOP,application,.xop
XPInstall - Mozilla,application/x-xpinstall,.xpi,Wikipedia: XPI,application,.xpi
XSPF - XML Shareable Playlist Format,application/xspf+xml,.xspf,XML Shareable Playlist Format,application,.xspf
XUL - XML User Interface Language,application/vnd.mozilla.xul+xml,.xul,IANA: XUL,application,.xul
XYZ File Format,chemical/x-xyz,.xyz,Wikipedia: XYZ File Format,chemical,.xyz
YAML Ain't Markup Language / Yet Another Markup Language,text/yaml,.yaml,YAML: YAML Ain't Markup Language,text,.yaml
YANG Data Modeling Language,application/yang,.yang,Wikipedia: YANG,application,.yang
YIN (YANG - XML),application/yin+xml,.yin,Wikipedia: YANG,application,.yin
Z.U.L. Geometry,application/vnd.zul,.zir,IANA: Z.U.L.,application,.zir
Zip Archive,application/zip,.zip,Wikipedia: Zip,application,.zip
ZVUE Media Manager,application/vnd.handheld-entertainment+xml,.zmm,IANA: ZVUE Media Manager,application,.zmm
Zzazz Deck,application/vnd.zzazz.deck+xml,.zaz,IANA: Zzazz,application,.zaz
